case_name,office,aircon,ventilation,exhaust,n_from2sec,n_from2sec/S,countTimeMean_sit,countTimeMean_sit2stand
office1_960_0,office1,960.0,0.0,off,6207.8,188.1151515151515,270.13078202995007,1632.3454242928453
office1_960_123_aout,office1,960.0,123.0,a,7184.6,217.7151515151515,303.6495840266223,1618.426622296173
office1_960_123_bout,office1,960.0,123.0,b,6445.6,195.3212121212121,193.55707154742097,1594.0752079866888
office1_960_164_aout,office1,960.0,164.0,a,5203.0,157.66666666666669,147.2389351081531,1028.0
office1_960_164_bout,office1,960.0,164.0,b,5640.6,170.92727272727274,192.45457570715473,1186.06921797005
office1_960_205_aout,office1,960.0,205.0,a,5837.2,176.8848484848485,229.99667221297838,1454.5527454242929
office1_960_205_bout,office1,960.0,205.0,b,5522.4,167.34545454545454,196.20499168053243,1227.1580698835276
office1_960_246_aout,office1,960.0,246.0,a,6469.8,196.05454545454543,248.87420965058234,1405.4928452579034
office1_960_246_bout,office1,960.0,246.0,b,7235.0,219.24242424242425,365.54409317803663,1806.5866888519136
office1_960_41_aout,office1,960.0,41.0,a,5395.4,163.49696969696967,141.9720465890183,1062.1504159733777
office1_960_41_bout,office1,960.0,41.0,b,7935.4,240.46666666666664,242.65291181364393,1837.1793677204655
office1_960_82_aout,office1,960.0,82.0,a,6631.0,200.939393939394,194.26888519134775,1302.7793677204659
office1_960_82_bout,office1,960.0,82.0,b,6454.6,195.5939393939394,627.4183028286191,2495.3188019966724
office22_0_0,office22,0.0,0.0,off,5649.6,102.25520361990952,434.5281198003328,2172.4249584026625
office22_0_164_aout,office22,0.0,164.0,a,5749.0,104.05429864253392,378.5011647254576,2272.757404326123
office22_0_164_bout,office22,0.0,164.0,b,7098.2,128.47420814479636,223.36672212978368,2502.114475873544
office22_0_246_aout,office22,0.0,246.0,a,6008.4,108.74932126696834,314.85623960066556,2215.250582362729
office22_0_246_bout,office22,0.0,246.0,b,7049.4,127.59095022624432,583.697836938436,3030.25690515807
office22_0_82_aout,office22,0.0,82.0,a,6758.8,122.33122171945702,463.1920133111481,2793.0023294509156
office22_0_82_bout,office22,0.0,82.0,b,5580.0,100.99547511312215,725.6782029950083,2970.195008319468
office22_360_0,office22,360.0,0.0,off,3773.6,68.30045248868778,77.50415973377704,759.9727121464226
office22_360_164_aout,office22,360.0,164.0,a,4423.0,80.05429864253394,145.40831946755407,1135.1730449251247
office22_360_164_bout,office22,360.0,164.0,b,5629.6,101.89321266968324,160.322462562396,1381.747088186356
office22_360_246_aout,office22,360.0,246.0,a,4535.2,82.08506787330317,208.34442595673877,1238.967387687188
office22_360_246_bout,office22,360.0,246.0,b,4805.8,86.98280542986427,155.3820299500832,1221.4455906821963
office22_360_82_aout,office22,360.0,82.0,a,5305.8,96.03257918552036,154.3134775374376,1246.0915141430949
office22_360_82_bout,office22,360.0,82.0,b,3637.4,65.83529411764707,91.72811980033278,745.5517470881863
office22_660_0,office22,660.0,0.0,off,4423.6,80.06515837104072,85.83028286189683,848.9361064891848
office22_660_164_aout,office22,660.0,164.0,a,4410.8,79.83348416289593,186.30981697171381,1077.5893510815306
office22_660_164_bout,office22,660.0,164.0,b,5014.6,90.76199095022623,172.02895174708817,1341.7920133111481
office22_660_246_aout,office22,660.0,246.0,a,5321.0,96.3076923076923,148.736772046589,1108.4495840266222
office22_660_246_bout,office22,660.0,246.0,b,5211.4,94.3239819004525,176.04692179700498,1235.5011647254578
office22_660_82_aout,office22,660.0,82.0,a,3848.2,69.65067873303167,114.36206322795343,836.4642262895175
office22_660_82_bout,office22,660.0,82.0,b,4394.8,79.54389140271493,166.1567387687188,1163.4173044925126
office22_960_0,office22,960.0,0.0,off,5356.8,96.9556561085973,129.14409317803663,909.6622296173045
office22_960_164_aout,office22,960.0,164.0,a,5586.8,101.11855203619908,148.1577371048253,972.9128119800332
office22_960_164_bout,office22,960.0,164.0,b,5526.0,100.01809954751133,166.29584026622297,1024.250915141431
office22_960_246_aout,office22,960.0,246.0,a,5320.0,96.289592760181,156.4079866888519,1060.9860232945093
office22_960_246_bout,office22,960.0,246.0,b,6165.8,111.59819004524886,238.38635607321135,1385.0352745424293
office22_960_82_aout,office22,960.0,82.0,a,4618.0,83.58371040723983,125.84758735440931,833.9381031613977
