case_name,office,aircon,ventilation,exhaust,n_from2sec,n_from2sec/S,countTimeMean_sit,countTimeMean_sit2stand,countTimeMean_exceptDesk,countTimeMean_onlyFloating
office28_0_82_aout,office28,0.0,82.0,a,6098.8,106.99649122807018,481.9044925124792,2203.395008319468,1478.6443333333334,2169.248
office28_0_82_bout,office28,0.0,82.0,b,6367.0,111.7017543859649,570.8126455906822,2658.172046589018,1617.511,2619.5033333333336
office28_360_0,office28,360.0,0.0,off,6887.4,120.83157894736844,274.1217970049917,1714.057237936772,1100.475,1676.3026666666667
office28_360_164_aout,office28,360.0,164.0,a,6641.4,116.5157894736842,245.8329450915141,1740.228618968386,1160.3146666666669,1694.6019999999999
office28_360_164_bout,office28,360.0,164.0,b,7867.0,138.0175438596491,330.25524126455906,2352.260898502496,1605.6319999999998,2302.7560000000003
office28_360_246_aout,office28,360.0,246.0,a,6583.6,115.50175438596492,245.7044925124792,1829.922462562396,1240.991,1778.101
office28_360_246_bout,office28,360.0,246.0,b,6615.2,116.0561403508772,265.9337770382696,1836.925124792013,1276.0373333333332,1797.100666666667
office28_360_82_aout,office28,360.0,82.0,a,6646.6,116.60701754385966,286.93843594009985,1773.1903494176372,1238.6280000000002,1737.1733333333334
office28_360_82_bout,office28,360.0,82.0,b,7471.4,131.07719298245613,338.3613976705491,2193.7154742096504,1240.7236666666663,2153.998
office28_660_0,office28,660.0,0.0,off,6100.6,107.0280701754386,166.25790349417636,1349.3560732113144,927.6986666666666,1300.3626666666667
office28_660_164_aout,office28,660.0,164.0,a,6489.6,113.85263157894738,318.8116472545757,1843.9234608985023,1354.133,1797.5696666666663
office28_660_164_bout,office28,660.0,164.0,b,7515.2,131.8456140350877,375.9321131447588,1976.648585690516,1534.6586666666667,1930.6016666666667
office28_660_246_aout,office28,660.0,246.0,a,7169.0,125.7719298245614,293.00931780366057,2132.132445923461,1625.4213333333332,2090.1606666666667
office28_660_246_bout,office28,660.0,246.0,b,7165.0,125.7017543859649,516.4379367720466,2488.142429284526,1772.7216666666666,2449.8016666666667
office28_660_82_aout,office28,660.0,82.0,a,7256.4,127.30526315789471,247.2818635607321,1824.6958402662228,1387.115,1765.6486666666665
office28_660_82_bout,office28,660.0,82.0,b,6674.0,117.08771929824562,381.10049916805326,2316.909151414309,1730.7256666666667,2274.8373333333334
office28_960_0,office28,960.0,0.0,off,7012.8,123.03157894736844,282.4575707154742,1644.9334442595673,1221.293,1610.1336666666666
office28_960_164_aout,office28,960.0,164.0,a,6937.4,121.70877192982456,257.3524126455907,1745.4339434276208,1217.0196666666668,1706.4773333333333
office28_960_164_bout,office28,960.0,164.0,b,6914.2,121.30175438596493,381.5454242928452,1707.855241264559,1240.251,1673.8576666666668
office28_960_246_aout,office28,960.0,246.0,a,6621.2,116.16140350877193,150.16638935108153,1221.390016638935,783.1023333333334,1177.4256666666668
office28_960_246_bout,office28,960.0,246.0,b,8008.6,140.50175438596494,306.1846921797005,1870.0948419301164,1241.7056666666667,1829.9390000000003
office28_960_82_aout,office28,960.0,82.0,a,6985.2,122.54736842105262,260.73943427620634,1614.279866888519,1111.2156666666667,1573.1889999999999
office28_960_82_bout,office28,960.0,82.0,b,7501.8,131.61052631578946,419.43294509151417,1995.1613976705487,1496.5163333333337,1942.9306666666664
