case_name,aircon,ventilation,exhaust,1_x,1_y,1_z,1_angle,2_x,2_y,2_z,2_angle,3_x,3_y,3_z,3_angle,4_x,4_y,4_z,4_angle,5_x,5_y,5_z,5_angle,office_size_x,office_size_y,aircon_position_x,aircon_position_y
office7_960_82_aout,960,82,a,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_360_82_bout,360,82,b,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_360_82_aout,360,82,a,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_0_0,0,0,off,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_960_164_bout,960,164,b,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_0_246_aout,0,246,a,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_360_164_aout,360,164,a,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_360_0,360,0,off,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_0_82_bout,0,82,b,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_960_246_aout,960,246,a,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_960_164_aout,960,164,a,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_0_164_bout,0,164,b,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_0_246_bout,0,246,b,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_960_82_bout,960,82,b,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_660_0,660,0,off,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_360_246_aout,360,246,a,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_960_0,960,0,off,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
office7_960_246_bout,960,246,b,1.266,2.29,1.255,0.0,3.14,3.059,1.255,270.0,4.59,3.059,1.255,270.0,4.21,1.141,1.255,90.0,2.76,1.141,1.255,90.0,9.0,4.0,4.5,2.0
